"dyid","Country","State","District","SDP","Gini.Index","SourceYear.y","Dichlorophenoxyacetic.acid","Silver","Aluminium","SourceYear","Alkalinity.Phenolphthalein","Arsenic","Boron","Biochemical.Oxygen.Demand","cyanides","Carbonate","Calcium","Cadimum","Chemical.Oxygen.Demand","Chlorophyll.a","Chloride","Chromium","Copper","Disolved.Oxygen","Disolved.Oxygen.Saturation","Dichlorodiphenyltrichloroethane","Dieldrin","Conductivity","Endosulfan","Fluorine","Faecal.Coliform.MPN","Iron","Hardness.Calcium","Hardness.Total","Hydrogencarbonate","Mercury","Potassium","Magnesium","Manganese","Ammonia","Nitrate.and.nitrite","Nitrate","Nitrate.Nitrogen","Sodium","sodium","Nickel","Amount.of.Organic.N","Lead","Phenols","Phosphorus.Tot","Residual.Sodium.Carbonate"
"2006_ADILABAD","India","TELANGANA","ADILABAD","102977",0.37,2006,NA,NA,NA,NA,6.37025,NA,0.335833333333333,1.4,NA,7.675,31.4166666666667,NA,NA,NA,11.5966666666667,NA,NA,7.51666666666667,91.1810916666667,NA,NA,484,NA,0.596916666666667,1337.5,0.0217,NA,166.038583333333,246.160833333333,NA,2.05275,20.99925,NA,0.20241,1.50443333333333,0.04485,1.45958333333333,37.9883333333333,31.9088333333333,NA,NA,NA,NA,NA,0.994895
"2004_ADILABAD","India","TELANGANA","ADILABAD",NA,0.37,2004,NA,NA,NA,NA,10.1329166666667,NA,0.31604166675,1.25277777775,NA,12.2083333333333,29.4947083330833,NA,NA,NA,13.4187777775,NA,NA,7.82708333325,94.0469750008333,NA,NA,491.097222216667,NA,0.667270833416667,715.625,0.020830303,NA,175.81693195,281.941111108333,NA,2.57333055566667,24.4992333325,NA,0.19819356325,1.91128993058333,0.0461460389166667,1.86514491666667,44.989838195,34.9936104175,NA,NA,NA,NA,NA,1.54040260408333
"2011_ADILABAD","India","TELANGANA","ADILABAD","160602",0.37,2011,NA,NA,NA,0,4.84235833333333,NA,0.2865,2.06666666666667,NA,5.83416666666667,34.775,0,35.6933333333333,NA,15.5583333333333,0,NA,7.78333333333333,94.22575,0,0.022,501.25,0.138,0.584,204.166666666667,0.383333333333333,NA,193.003166666667,253.713333333333,NA,2.072398,25.45575,NA,0.195836666666667,1.41360083333333,0.0328666666666667,1.38073433333333,46.792,34.12396,0.55,NA,5.12,NA,NA,0.57644825
"2002_ADILABAD","India","TELANGANA","ADILABAD",NA,0.37,2002,NA,NA,NA,NA,4.62725,NA,0.635833333333333,0.999999999916667,NA,5.575,29.5277777783333,NA,NA,NA,14.5555555555833,NA,NA,7.55138888891667,90.2144541666667,NA,NA,500.444444433333,NA,0.664861111166667,3513.19444416667,0.0544444444444444,NA,169.947908341667,290.402777775,NA,2.22333333333333,23.0708333325,NA,0.26972222225,1.20866666666667,0.0218611111666667,1.18638888891667,44.0972222233333,35.1299569458333,NA,NA,NA,NA,NA,1.57387705558333
"2016_ADILABAD","India","TELANGANA","ADILABAD","455731",0.37,2016,NA,NA,NA,NA,5.229,2.35,0.395833333333333,6.84166666666667,NA,6.3,37.7491666666667,0.196666666666667,47.7083333333333,NA,15.1516666666667,3.57333333333333,4.98666666666667,6.325,74.2338833333333,NA,NA,476.833333333333,NA,0.524166666666667,300.833333333333,0.0603,NA,170.425,240.866666666667,NA,2.42833333333333,18.2525,NA,0.267636363636364,4.63933333333333,0.057,4.58233333333333,40.3216666666667,33.032825,1.47666666666667,NA,0.95,NA,NA,0.772595525
"2005_ADILABAD","India","TELANGANA","ADILABAD","92751",0.37,2005,NA,NA,NA,NA,7.20025,NA,0.2255555555,1.50833333325,NA,8.675,31.8909666666667,NA,NA,NA,11.3129444433333,NA,NA,7.70833333333333,93.4975250008333,NA,0.01,450.638888883333,0.1,0.92097222225,539.583333333333,0.0309972221666667,NA,174.070272216667,255.960277775,NA,1.87897222225,22.6422944441667,NA,0.0980723888333333,1.38344972225,0.05670102775,1.3267485,39.3213583333333,31.7899111108333,NA,NA,62,NA,NA,1.02998168883333
"2017_ADILABAD","India","TELANGANA","ADILABAD","498145",0.37,2017,NA,NA,NA,NA,9.1715,2.74,0.54425,1.94166666666667,NA,11.05,34.81,0.0615,71.55,NA,21.24,10.93,3.97,7.525,80.0132416666667,NA,NA,641.666666666667,NA,1.25825,837.5,0.227666666666667,567.1875,192.46875,311.059166666667,NA,2.53333333333333,24.7858333333333,NA,0.528416666666667,2.67808333333333,0.07675,2.60133333333333,53.8058333333333,37.3753166666667,12.42,NA,4.43,NA,0.111,1.6820325
"2019_ADILABAD","India","TELANGANA","ADILABAD","572736",0.37,2019,NA,NA,NA,NA,0.296428571428571,NA,0.3372,2.9875,NA,0.357142857142857,39.1625,NA,37.0125,NA,18.1225,NA,NA,NA,6.35,NA,NA,478,NA,0.638571428571429,4292.5,NA,517.263125,206.90525,251.08,NA,2.3325,17.49125,NA,17.008,NA,NA,NA,32.12,NA,NA,NA,NA,NA,0.0473333333333333,NA
"2007_ADILABAD","India","TELANGANA","ADILABAD","113456",0.37,2007,NA,NA,NA,0.02,5.95525,NA,0.53,1.43333333333333,NA,7.175,33.0333333333333,8,54.8857142857143,NA,14.4366666666667,48,NA,7.55833333333333,93.4961583333333,0.1,0.08,475.833333333333,0.1,0.695083333333333,637.5,0.01705,NA,173.79275,244.3775,1.184,1.88983333333333,21.89025,NA,0.41301,2.18212333333333,0.092,2.09012333333333,36.2825,29.9938,1,NA,70,NA,NA,0.81200725
"2015_ADILABAD","India","TELANGANA","ADILABAD","416892",0.37,2015,NA,NA,NA,NA,3.5773,1.17,0.349166666666667,3.7,NA,4.31,31.9658333333333,1,63.5833333333333,NA,16.6825,5.7,NA,7,83.99195,NA,NA,516.666666666667,NA,0.41875,308.333333333333,0.0613333333333333,NA,188.44575,275.095,0.026,2.09583333333333,26.0475,NA,0.0759166666666667,9.95866666666667,0.0179166666666667,9.94075,41.0108333333333,31.5820916666667,2.52,NA,13,NA,NA,0.942467083333333
"2013_ADILABAD","India","TELANGANA","ADILABAD","349593",0.37,2013,NA,NA,NA,NA,6.22085,3.03323333333333,0.166416666666667,5.61666666666667,NA,7.495,49.5166666666667,1.04066666666667,46.9766666666667,NA,29.6616666666667,2.63,2.905,6.59166666666667,79.6420916666667,NA,NA,494,NA,0.751333333333333,1866.66666666667,0.258583333333333,NA,241.9165,291.013333333333,0.243333333333333,2.88916666666667,28.35,NA,0.067225,1.4985,0.00575,1.49275,41.6341666666667,27.1442833333333,7.42,NA,0.813333333333333,NA,NA,0.600488358333333
"2011_ADILABAD","India","TELANGANA","ADILABAD","325139",0.37,2011,NA,NA,NA,0,4.84235833333333,NA,0.2865,2.06666666666667,NA,5.83416666666667,34.775,0,35.6933333333333,NA,15.5583333333333,0,NA,7.78333333333333,94.22575,0,0.022,501.25,0.138,0.584,204.166666666667,0.383333333333333,NA,193.003166666667,253.713333333333,NA,2.072398,25.45575,NA,0.195836666666667,1.41360083333333,0.0328666666666667,1.38073433333333,46.792,34.12396,0.55,NA,5.12,NA,NA,0.57644825
"2014_ADILABAD","India","TELANGANA","ADILABAD","372897",0.37,2014,NA,NA,NA,NA,3.32069166666667,3.045,0.235,2.64166666666667,NA,4.00083333333333,39.66,0.0723333333333333,32.3333333333333,NA,14.9795833333333,3.13333333333333,6.375,7.26666666666667,89.1505,NA,NA,564.416666666667,NA,0.784166666666667,540,0.07425,NA,214.771416666667,299.446666666667,0.132,2.4175,27.7491666666667,NA,0.285216666666667,4.63434166666667,0.051675,4.58266666666667,47.6075,32.2583083333333,4.71,NA,0.559333333333333,NA,NA,0.779027416666667
"2020_ADILABAD","India","TELANGANA","ADILABAD","537753",0.37,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_ADILABAD","India","TELANGANA","ADILABAD","544441",0.37,2018,NA,NA,NA,NA,0.885333333333333,1.37,0.64125,1.83333333333333,NA,1.06666666666667,40.9222222222222,0.077,42.6888888888889,NA,19.3922222222222,0.22,4.6,7.9,22.2856333333333,NA,NA,492.566666666667,NA,0.658555555555556,957.777777777778,0.0802,597.481666666667,241.311222222222,305.558888888889,NA,6.91888888888889,29.36,NA,0.259875,2.6562,0.016,2.6402,41.7377777777778,29.15738,6.96,NA,5.3,NA,0.707,0.6659908
"2004_ADILABAD","India","TELANGANA","ADILABAD","79916",0.37,2004,NA,NA,NA,NA,10.1329166666667,NA,0.31604166675,1.25277777775,NA,12.2083333333333,29.4947083330833,NA,NA,NA,13.4187777775,NA,NA,7.82708333325,94.0469750008333,NA,NA,491.097222216667,NA,0.667270833416667,715.625,0.020830303,NA,175.81693195,281.941111108333,NA,2.57333055566667,24.4992333325,NA,0.19819356325,1.91128993058333,0.0461460389166667,1.86514491666667,44.989838195,34.9936104175,NA,NA,NA,NA,NA,1.54040260408333
"2001_ADILABAD","India","TELANGANA","ADILABAD",NA,0.37,2001,NA,NA,NA,NA,7.57375,NA,0.3930555555,1.02361111108333,NA,9.125,30.6805555541667,NA,NA,NA,12.94444444475,NA,NA,7.31249999991667,86.7644652783333,NA,NA,480.333333333333,NA,0.640555555666667,7014.583333575,0.0514285714285714,NA,170.24879305,262.597222208333,NA,2.18402777775,22.4513888891667,NA,0.318749999916667,1.21708333341667,0.0159722221666667,1.20111111108333,38.8333333333333,32.0366583325,NA,NA,NA,NA,NA,1.22988499991667
"2003_ADILABAD","India","TELANGANA","ADILABAD",NA,0.37,2003,NA,NA,NA,NA,5.96389583333333,NA,0.415694444416667,0.929166666666667,NA,7.18541666666667,27.3552777780833,NA,NA,NA,11.9861111114167,NA,NA,8.04791666675,95.7705875025,NA,NA,475.722222225,NA,0.588333333416667,3192.77777746667,0.03,NA,156.2065000025,277.340277775,NA,2.23659722225,21.0763888875,NA,0.239961111166667,1.13385416658333,0.0213597223333333,1.11249444433333,42.8611111108333,36.4659805558333,NA,NA,NA,NA,NA,1.6859841665
"2010_ADILABAD","India","TELANGANA","ADILABAD","152123",0.37,2010,NA,NA,NA,NA,5.07054545454545,NA,0.602363636363636,9.40909090909091,NA,6.10909090909091,40.4727272727273,NA,78.3309090909091,NA,18.2018181818182,NA,NA,7.21818181818182,87.8979272727273,NA,NA,527.636363636364,NA,0.57,377.272727272727,0.00676363636363636,NA,200.544818181818,276.108181818182,NA,1.76660909090909,23.8471363636364,NA,0.273141818181818,0.841068909090909,0.0270981818181818,0.813970727272727,32.1749090909091,24.3448636363636,NA,NA,NA,NA,NA,0.760381090909091
"2009_ADILABAD","India","TELANGANA","ADILABAD","129267",0.37,2009,NA,NA,NA,NA,4.067,NA,0.3825,2.08333333333333,NA,4.9,31.5833333333333,NA,57.79,NA,20.0575,NA,NA,7.375,88.07487,NA,NA,525.416666666667,NA,0.6935,358.333333333333,0.02015,NA,174.217833333333,274.133333333333,NA,2.07555833333333,22.86225,NA,0.25155,0.242115,0.04945,0.192665,47.7173333333333,36.1756666666667,NA,NA,NA,NA,NA,1.21484904166667
"2012_ADILABAD","India","TELANGANA","ADILABAD","334205",0.37,2012,NA,NA,NA,0.0017,4.529725,2.48796666666667,0.219166666666667,1.99166666666667,NA,5.4575,37.5,0.426666666666667,55.105,NA,14.3775,2.36666666666667,111.28,7.51666666666667,91.6248833333333,0.0016,2e-04,480.583333333333,0.0071,0.7025,920.833333333333,0.586833333333333,NA,233.486083333333,306.963333333333,0.0345,2.42666666666667,33.5366666666667,NA,0.0984166666666667,2.14891666666667,0.0639166666666667,2.085,41.0258333333333,26.8012166666667,13.6233333333333,NA,8.06666666666667,NA,NA,0.63843045
"2008_ADILABAD","India","TELANGANA","ADILABAD","128918",0.37,2008,NA,NA,NA,NA,3.05590909090909,NA,0.856,1.87272727272727,NA,3.68181818181818,32.5636363636364,NA,67.7581818181818,NA,13.1672727272727,NA,NA,7.30909090909091,87.2286,NA,NA,497.090909090909,NA,0.549272727272727,409.090909090909,0.00558,NA,170.002818181818,259.230909090909,NA,1.78793636363636,21.2625,NA,0.299052,0.817619636363636,0.0940909090909091,0.723528727272727,41.4125454545455,33.4581181818182,NA,NA,NA,NA,NA,0.997122636363636
"2004_AGRA","India","UTTAR PRADESH","AGRA","185920",0.26,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020_AGRA","India","UTTAR PRADESH","AGRA","910011",0.26,2020,NA,NA,NA,NA,0,NA,2.5041666665,11.2,NA,0,67.8666666675,NA,43.61,NA,191.561666675,NA,NA,NA,3.58,NA,NA,1347.8333335,NA,0.36583333325,194166.66665,NA,905.94441665,362.37775,288.855,NA,14.7416666675,31.84,NA,14.58375,NA,NA,NA,123.503333325,NA,NA,NA,NA,NA,1.1426666665,NA
"2007_AGRA","India","UTTAR PRADESH","AGRA","280851",0.26,2007,NA,NA,0,NA,NA,NA,0.128571428571429,21.9157142857143,NA,3.75,62.6,NA,NA,NA,171.084642857143,NA,NA,8.19357142857143,105.695485714286,NA,NA,1141.85714285714,NA,0.502142857142857,NA,0.172714285714286,NA,278.108571428571,235.46,NA,13.2381428571429,29.1860357142857,NA,NA,5.33777142857143,0.670975714285714,4.66679571428571,127.173571428571,46.1488357142857,NA,NA,NA,NA,NA,0.00931335714285714
"2010_AGRA","India","UTTAR PRADESH","AGRA","346621",0.26,2010,NA,NA,NA,NA,9.385225,NA,0.21557,21.4380952385714,NA,11.3075,56.1577777758333,NA,NA,NA,142.09466667,NA,NA,7.1016666667,91.2867944411111,NA,NA,1135.16666660833,NA,0.710916666666667,NA,0.242213333333333,NA,278.62880555,286.835555566667,NA,14.3562166666667,33.17625,NA,NA,3.59982288883333,0.867483333333333,2.73233972216667,122.455833328333,43.8096999991667,NA,NA,NA,NA,NA,0.161273213916667
"2001_AGRA","India","UTTAR PRADESH","AGRA","162926",0.26,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_AGRA","India","UTTAR PRADESH","AGRA","949184",0.26,2018,NA,NA,NA,NA,3.00242063476191,NA,0.194999999952381,20.5180952380952,NA,3.61738095238095,62.5026984128571,NA,37.2187301590476,NA,206.354761901429,NA,NA,NA,4.39936507933333,NA,NA,1270.10317463333,NA,0.536984127047619,61389.6825414286,NA,846.81597617619,338.726373009524,320.925714290476,NA,22.0433333344286,31.3193650795238,NA,3.88539682542857,NA,NA,NA,159.18920634619,NA,NA,NA,NA,NA,1.18580158733333,NA
"2014_AGRA","India","UTTAR PRADESH","AGRA","729686",0.26,2014,NA,NA,0,NA,24.3490875,NA,0.17175,NA,NA,29.33625,54.5666666666667,NA,NA,NA,210.87,NA,NA,NA,NA,NA,NA,1380.41666666667,NA,0.5985,NA,0.351075,NA,303.711208333333,253.681208333333,NA,28.0803333333333,40.1506875,NA,3.90663,2.6921125,1.02235,1.79178458333333,153.471333333333,48.69397375,NA,NA,NA,NA,NA,0.264080458333333
"2017_AGRA","India","UTTAR PRADESH","AGRA","922458",0.26,2017,NA,NA,NA,NA,14.1439027780833,NA,0.538161111166667,23.7583333333333,NA,17.4477777785833,53.5944444441667,NA,36.0683333333333,NA,224.320138880833,NA,NA,4.1,11.46555555525,NA,NA,1147.43939390909,NA,0.507750000166667,5813.33333333333,0.2418,697.453166681818,285.937013891667,208.103055555833,NA,14.5286666675,40.1028888891667,NA,5.5691644445,0.858992,0.6348,0.224192,156.5886111,56.7305,NA,NA,NA,NA,0.929636363727273,0
"2006_AGRA","India","UTTAR PRADESH","AGRA","263935",0.26,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009_AGRA","India","UTTAR PRADESH","AGRA","320989",0.26,2009,NA,NA,0,NA,10.2670305555833,NA,0.22405,20.20854166625,NA,12.3699166666667,58.996444445,NA,NA,NA,195.7611389,NA,NA,8.16305555608333,97.4225750025,NA,NA,1406.75000008333,NA,0.541605555583333,NA,0.217568333333333,NA,338.099750016667,330.821500016667,NA,16.5270294433333,45.746069445,NA,NA,3.93742527775,0.690613333333333,3.2468130555,169.08475,50.3254888883333,NA,NA,NA,NA,NA,0.152016777666667
"2015_AGRA","India","UTTAR PRADESH","AGRA","792049",0.26,2015,NA,NA,NA,NA,7.47,NA,0.20504,6.84285714285714,NA,9,53.94,NA,10.56,NA,223.9405,NA,NA,7,14.44952,NA,NA,1349.5,NA,1.245,NA,0.186,790.856666666667,322.6085,258.747,NA,97.6097,38.882,NA,5.35796,1.38083,0.414,0.966828,164.299,54.58,NA,NA,NA,NA,0.981777777777778,0.00528388
"2012_AGRA","India","UTTAR PRADESH","AGRA","673552",0.26,2012,NA,NA,0.947076923076923,NA,12.4863125,NA,0.301180555583333,31.8933333328571,NA,15.04375,63.0931944445833,NA,42.2857142857143,NA,204.558076390417,NA,NA,6.28333333333333,NA,NA,NA,1333.88888884583,NA,0.432695138833333,1600,0.228224583333333,NA,293.611505558333,281.7907986125,NA,18.0482648958125,32.6108437504167,NA,2.61099137033333,13.892244430875,0.613525,13.278719555875,122.97557291875,45.068538541875,NA,NA,NA,NA,1.05071428571429,0.230864627791667
"2008_AGRA","India","UTTAR PRADESH","AGRA","302192",0.26,2008,NA,NA,0,NA,2.67947619,NA,0.96087,19.515,NA,3.9665,56.8205,NA,NA,NA,140.375580560833,NA,NA,6.9353333331,85.25142666,NA,NA,1050.56944446667,NA,0.44549722225,NA,0.233275,NA,283.448916683333,249.94275,NA,16.1112652780833,33.9354222216667,NA,NA,4.4199619585,0.861556944416667,3.55840501408333,110.750355564167,43.7781333333333,NA,NA,NA,NA,NA,0.00263899583333333
"2011_AGRA","India","UTTAR PRADESH","AGRA","645132",0.26,2011,NA,NA,NA,NA,14.6840833333333,NA,0.17585,25.446666668,NA,17.6916666666667,62.9697222216667,NA,NA,NA,170.2225000125,NA,NA,4.46666666675,53.3625625,NA,NA,1187.2361110375,NA,0.485397222125,NA,0.1584875,NA,284.247013879167,267.545999995833,NA,13.652416665,30.4374361108333,NA,0,4.694172916625,0.55499,4.13918325,151.571916675,47.5626250025,NA,NA,NA,NA,NA,0.326470978291667
"2004_AGRA","India","UTTAR PRADESH","AGRA","231029",0.26,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002_AGRA","India","UTTAR PRADESH","AGRA","168198",0.26,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005_AGRA","India","UTTAR PRADESH","AGRA","244514",0.26,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_AGRA","India","UTTAR PRADESH","AGRA","365375",0.26,2011,NA,NA,NA,NA,14.6840833333333,NA,0.17585,25.446666668,NA,17.6916666666667,62.9697222216667,NA,NA,NA,170.2225000125,NA,NA,4.46666666675,53.3625625,NA,NA,1187.2361110375,NA,0.485397222125,NA,0.1584875,NA,284.247013879167,267.545999995833,NA,13.652416665,30.4374361108333,NA,0,4.694172916625,0.55499,4.13918325,151.571916675,47.5626250025,NA,NA,NA,NA,NA,0.326470978291667
"2003_AGRA","India","UTTAR PRADESH","AGRA","177054",0.26,2003,NA,NA,0,NA,7.636,NA,0.4626,NA,NA,9.2,74.025,NA,NA,NA,218.1475,NA,NA,NA,NA,NA,NA,1225.83333335833,NA,2.65366666666667,NA,0.3162,NA,316.1185,249.591666666667,NA,75.3489583333333,32.2025625,NA,13.8510616666667,7.84662166666667,0.23805,7.61317166666667,144.44,48.0015541666667,NA,NA,NA,NA,NA,0
"2013_AGRA","India","UTTAR PRADESH","AGRA","707469",0.26,2013,NA,NA,1.24305882352941,NA,12.3108529411765,NA,0.279058823529412,44.815,NA,14.8323529411765,59.9364705882353,NA,30,NA,177.275470588235,NA,NA,3.8,NA,NA,NA,1151.70588235294,NA,0.459352941176471,1740,0.0831529411764706,NA,289.393705882353,269.917470588235,NA,11.4608411764706,33.4926088235294,NA,7.32508411764706,5.00976411764706,0.553948235294118,4.45581588235294,123.725294117647,42.9548794117647,NA,NA,NA,NA,1.527,0.113469635294118
"2016_AGRA","India","UTTAR PRADESH","AGRA","888453",0.26,2016,NA,NA,NA,NA,24.7415454545455,NA,0.516145454545455,27.1363636363636,NA,29.8090909090909,39.9818181818182,NA,61.3181818181818,NA,245.117272727273,NA,NA,6.45714285714286,57.0769181818182,NA,NA,1440.63636363636,NA,0.587363636363636,NA,0.255617142857143,753.02075,301.716636363636,220.36,NA,18.0943636363636,48.5901818181818,NA,3.81753818181818,1.86964857142857,0.778714285714286,1.090934,186.468181818182,53.5633428571429,NA,NA,NA,NA,1.42325,0
"2019_AGRA","India","UTTAR PRADESH","AGRA","980106",0.26,2019,NA,NA,NA,NA,2.32807291666667,NA,0.245729166708333,14.759861111375,NA,2.80489583333333,62.1030902779167,NA,36.7740277779167,NA,199.28569445,NA,NA,NA,3.06041666658333,NA,NA,1296.30555558333,NA,0.391319444375,168909.72222375,NA,844.2970451375,337.718815975,313.203506945833,NA,15.8560416666667,31.58236111125,NA,10.3293159721667,NA,NA,NA,134.41151388875,NA,NA,NA,NA,NA,1.11889930554167,NA
"2001_AHMADABAD","India","GUJARAT","AHMADABAD","93455",NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_AHMADABAD","India","GUJARAT","AHMADABAD","336886",NA,2011,NA,NA,0.0533333333333333,NA,0,NA,NA,16.2833333333333,NA,0,138.28,NA,NA,NA,408.833333333333,NA,NA,6.30833333333333,81.374575,NA,NA,2181.08333333333,NA,0.780833333333333,NA,0.770833333333333,NA,430.415416666667,493.666666666667,NA,10.3958333333333,20.3316666666667,NA,12.88,2.28,0.0658333333333333,2.21416666666667,304.5475,55.329075,NA,NA,NA,NA,0.215,0.185546166666667
"2020_AHMADABAD","India","GUJARAT","AHMADABAD","1099259",NA,2020,NA,NA,NA,NA,0,NA,0.59,36.995,NA,0,71.85,NA,130.16666665,NA,511.28333335,NA,NA,NA,0,NA,NA,2561.5,NA,0.75,18000,NA,949.27033335,379.7083333,421.1666667,NA,23.26666667,32.133333335,NA,22.98333333,NA,NA,NA,385.36666665,NA,NA,NA,NA,NA,1.02,NA
"2009_AHMADABAD","India","GUJARAT","AHMADABAD","284732",NA,2009,NA,NA,0.0441666666666667,NA,0.138333333333333,NA,NA,17.5833333333333,NA,0.166666666666667,115.025833333333,NA,NA,NA,325.75,NA,NA,6.2,82.0385916666667,NA,NA,1864.66666666667,NA,0.665,NA,0.978833333333333,NA,375.647916666667,357.833333333333,NA,12.5983333333333,21.14,NA,20.2458333333333,3.4202925,0.0608283333333333,3.35946416666667,235.608333333333,56.2334666666667,NA,NA,NA,NA,0.239166666666667,0.0127444166666667
"2005_AHMADABAD","India","GUJARAT","AHMADABAD","197270",NA,2005,NA,NA,0.068,NA,0.332,NA,NA,10.86,NA,0.4,50.072,NA,NA,NA,226.4,NA,NA,5.38,68.96642,NA,NA,1660.8,NA,0.748,NA,0.03,NA,191.2966,216.2,NA,7,15.868,NA,8.684,0.5386526,0.070932,0.4677206,167.6,59.23296,NA,NA,NA,NA,1.478,0
"2002_AHMADABAD","India","GUJARAT","AHMADABAD","101603",NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_AHMADABAD","India","GUJARAT","AHMADABAD","946511",NA,2017,NA,NA,0.07875,NA,1.826,NA,NA,24.415,NA,2.225,115.12,NA,125,NA,537.75,NA,NA,0.87625,11.48926375,NA,NA,1890.5,NA,0.75,20539.125,0.3575,1136.16383333333,489.649875,390.3625,NA,17.25,29.07,NA,24.95,2.10125,0.29125,1.81,408.9875,63.6200375,NA,NA,NA,NA,0.34875,0
"2003_AHMADABAD","India","GUJARAT","AHMADABAD","118525",NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014_AHMADABAD","India","GUJARAT","AHMADABAD","705629",NA,2014,NA,NA,0.0625,NA,1.4525,NA,NA,30.3166666666667,NA,1.75,102.333333333333,NA,352.650833333333,NA,339.333333333333,NA,NA,0.725833333333333,9.33221158333333,NA,NA,1962.75,NA,0.625833333333333,3477.08333333333,0.528333333333333,NA,355.388916666667,403.666666666667,NA,8.9625,23.8933333333333,NA,23.8816666666667,3.06416666666667,0.231666666666667,2.8325,251.491666666667,56.4844416666667,NA,NA,NA,NA,0.255,0.138670866666667
"2010_AHMADABAD","India","GUJARAT","AHMADABAD","315892",NA,2010,NA,NA,0.06,NA,0.138333333333333,NA,NA,19.9166666666667,NA,0.166666666666667,147.636666666667,NA,NA,NA,406.833333333333,NA,NA,6.25833333333333,82.495125,NA,NA,2188.33333333333,NA,0.854166666666667,NA,1.0375,NA,458.532666666667,502.25,NA,12.065,21.4658333333333,NA,22.4458333333333,2.06333333333333,0.0408333333333333,2.0225,288.616666666667,56.6098333333333,NA,NA,NA,NA,0.179166666666667,0.00706298333333333
"2013_AHMADABAD","India","GUJARAT","AHMADABAD","641489",NA,2013,NA,NA,0.0508333333333333,NA,0,NA,NA,17.4,NA,0,137.350833333333,NA,160.4,NA,350.416666666667,NA,NA,1.56,19.9264278333333,NA,NA,1882.16666666667,NA,0.669166666666667,125.5,0.444166666666667,NA,444.293666666667,492.083333333333,NA,8.0625,24.22,NA,22.0875,2.68833333333333,0.134166666666667,2.55416666666667,259.291666666667,51.463425,NA,NA,NA,NA,0.255,0
"2015_AHMADABAD","India","GUJARAT","AHMADABAD","774775",NA,2015,NA,NA,0.0583333333333333,NA,4.49583333333333,NA,NA,31.6083333333333,NA,5.41666666666667,108.495,NA,273.231666666667,NA,360.25,NA,NA,1.105,13.8906,NA,NA,2133.83333333333,NA,0.683333333333333,1437.5,0.345833333333333,NA,425.053416666667,400.5,NA,13.56,36.9158333333333,NA,20.9416666666667,2.08,0.181818181818182,1.86916666666667,249.183333333333,53.4868,NA,NA,NA,NA,0.2225,0
